1601262854.721570 0.001675 0.000517 -0.003000 0.002441 -0.003906 -0.980469 1.800000 -5.400000 -24.600000 31.955882 
1601262854.731688 -0.001517 -0.000547 -0.004065 -0.004883 0.002441 -0.974121 0.900000 -5.100000 -21.900000 31.970588 
1601262854.741768 0.000611 -0.002676 -0.003000 -0.008301 0.000488 -0.972656 1.200000 -7.200000 -25.200000 31.961765 
1601262854.751893 -0.001517 -0.001611 -0.001936 -0.002441 0.000977 -0.977539 -0.300000 -5.100000 -24.300000 31.970588 
1601262854.761975 0.004868 -0.001611 -0.000872 -0.005859 0.001953 -0.977539 2.400000 -6.600000 -23.400000 31.950000 
1601262854.772024 -0.001517 -0.000547 -0.001936 -0.010254 0.004395 -0.973633 3.000000 -5.400000 -24.600000 31.958824 
1601262854.782154 -0.001517 0.001581 0.000192 -0.003906 0.001465 -0.972168 1.800000 -4.800000 -24.000000 31.920588 
1601262854.792349 -0.001517 -0.001611 0.001257 -0.006836 0.002441 -0.970215 2.100000 -8.700000 -24.300000 31.920588 
1601262854.802336 -0.002581 0.000517 0.003385 -0.004395 -0.000488 -0.976074 2.400000 -7.200000 -22.800000 31.955882 
1601262854.812473 -0.001517 -0.000547 0.002321 -0.000488 -0.000488 -0.978027 0.900000 -6.300000 -24.300000 31.938235 
1601262854.822551 -0.004710 0.000517 0.005513 -0.002441 0.000977 -0.971191 1.200000 -4.800000 -24.600000 31.952941 
1601262854.832658 0.000611 0.000517 0.003385 -0.003418 -0.001465 -0.971191 1.500000 -5.700000 -23.700000 31.952941 
1601262854.842783 -0.000453 0.003710 0.000192 0.002441 -0.000977 -0.975586 0.900000 -7.500000 -24.900000 31.955882 
1601262854.852824 -0.000453 0.001581 0.000192 -0.001953 -0.004395 -0.974121 1.200000 -6.600000 -22.200000 31.955882 
1601262854.862965 -0.000453 0.001581 -0.003000 -0.002441 0.000977 -0.977051 1.800000 -6.000000 -23.400000 31.941176 
1601262854.872991 -0.000453 -0.000547 -0.000872 -0.001953 0.000488 -0.977051 2.700000 -6.900000 -23.100000 31.982353 
1601262854.883110 0.000611 -0.000547 -0.003000 0.004883 -0.000000 -0.977051 2.100000 -5.100000 -23.700000 31.952941 
1601262854.893206 0.001675 -0.000547 -0.000872 -0.003418 0.003418 -0.971680 1.800000 -6.000000 -24.000000 31.944118 
